viewer_id,view_time,visit_date,ad_id,demographics_id
7311,3.75,2024-03-18,55,15
15308,9.23,2024-03-18,49,7
9838,10.01,2024-03-18,38,16
1192,1.73,2024-03-18,56,11
4704,13.03,2024-03-18,71,10
169,1.98,2024-03-18,50,30
11867,9.01,2024-03-18,28,8
11880,9.27,2024-03-18,20,16
12465,11.53,2024-03-18,17,5
9578,6.5,2024-03-18,52,13
10784,14.57,2024-03-18,10,9
2605,1.26,2024-03-18,25,20
14786,2.97,2024-03-18,20,10
384,6.04,2024-03-18,44,9
10809,14.75,2024-03-18,35,21
12358,5.58,2024-03-18,24,27
13554,7.29,2024-03-18,23,27
499,1.91,2024-03-18,69,9
16753,8.27,2024-03-18,51,18
10927,6.52,2024-03-18,26,9
11623,9.72,2024-03-18,69,8
1827,2.64,2024-03-18,32,10
10184,4.14,2024-03-18,45,19
13076,10.93,2024-03-18,65,18
3967,10.79,2024-03-18,46,26
2828,1.96,2024-03-18,34,2
620,3.77,2024-03-18,64,28
838,7.04,2024-03-18,70,18
386,1.91,2024-03-18,44,23
17020,14.36,2024-03-18,65,7
3721,13.74,2024-03-18,43,27
14714,3.21,2024-03-18,40,6
8417,14.13,2024-03-18,63,5
11870,7.88,2024-03-18,25,30
1591,12.69,2024-03-18,69,19
7072,6.74,2024-03-18,28,19
11007,9.68,2024-03-18,71,20
3310,9.47,2024-03-18,17,7
5331,6.32,2024-03-18,49,24
15335,11.89,2024-03-18,69,6
334,13.08,2024-03-18,34,19
17154,7.81,2024-03-18,76,2
3391,1.77,2024-03-18,60,20
2346,1.74,2024-03-18,50,22
11104,13.23,2024-03-18,47,9
3444,5.79,2024-03-19,74,5
7335,0.91,2024-03-19,4,13
6372,14.25,2024-03-19,8,17
4174,9.28,2024-03-19,63,14
8267,7.26,2024-03-19,33,2
5208,8.61,2024-03-19,30,6
6760,6.54,2024-03-19,71,24
16764,6.74,2024-03-19,4,24
14957,11.39,2024-03-19,35,14
3003,2.44,2024-03-19,44,16
17144,2.51,2024-03-19,21,4
17258,12.76,2024-03-19,51,3
4940,8.83,2024-03-19,17,10
8015,0.92,2024-03-20,67,24
5102,0.06,2024-03-20,15,3
1758,11.58,2024-03-20,6,14
13139,10.73,2024-03-20,15,10
11878,2.48,2024-03-20,54,3
11538,9.89,2024-03-20,43,8
16515,11.1,2024-03-20,56,22
8437,7.63,2024-03-20,65,24
3804,14.2,2024-03-20,3,22
10977,10.3,2024-03-20,31,12
13688,3.72,2024-03-20,10,28
447,7.57,2024-03-20,23,19
3213,12.08,2024-03-20,38,25
10251,8.22,2024-03-20,19,27
16435,11.29,2024-03-20,44,30
6640,11.01,2024-03-20,7,24
11016,5.8,2024-03-20,7,18
15283,4.38,2024-03-20,44,27
7616,8.54,2024-03-20,23,30
5198,12.21,2024-03-20,57,13
7325,0.82,2024-03-20,35,12
270,12.26,2024-03-20,6,22
9050,7.1,2024-03-20,36,16
1473,13.86,2024-03-20,11,18
7093,2.89,2024-03-20,3,18
14904,12.71,2024-03-20,5,24
2027,14.52,2024-03-20,70,19
15586,6.84,2024-03-20,34,13
9940,5.39,2024-03-20,17,27
15808,9.97,2024-03-20,40,18
7810,5.03,2024-03-20,67,8
12171,3.23,2024-03-20,45,23
2775,2.0,2024-03-20,3,19
8079,2.15,2024-03-20,38,20
15709,5.58,2024-03-20,32,20
6425,1.35,2024-03-20,74,7
119,2.29,2024-03-20,42,18
529,2.29,2024-03-20,63,9
3183,0.46,2024-03-20,57,30
8953,7.03,2024-03-20,2,11
4403,4.67,2024-03-20,59,14
11199,2.68,2024-03-20,62,7
7893,12.81,2024-03-20,65,20
2700,1.54,2024-03-20,36,2
13383,2.19,2024-03-21,33,24
13832,9.97,2024-03-21,4,13
6664,6.49,2024-03-21,19,11
7024,12.36,2024-03-21,44,12
9340,7.26,2024-03-21,72,21
7890,11.9,2024-03-21,32,24
1819,1.34,2024-03-21,24,29
3157,3.17,2024-03-21,52,29
13894,11.94,2024-03-21,36,16
14907,13.54,2024-03-21,20,10
12611,13.41,2024-03-21,21,6
5252,0.8,2024-03-21,69,25
17023,11.59,2024-03-21,56,20
3548,10.82,2024-03-21,11,26
9370,10.31,2024-03-21,57,19
13491,8.52,2024-03-21,60,4
4266,9.74,2024-03-21,37,8
5360,6.7,2024-03-21,21,19
10469,13.21,2024-03-21,62,23
1147,8.51,2024-03-21,58,6
7065,7.13,2024-03-21,61,8
6230,0.42,2024-03-21,38,9
3005,12.69,2024-03-21,70,30
11249,13.25,2024-03-21,76,25
10141,6.95,2024-03-21,17,1
16262,1.19,2024-03-21,47,18
16804,11.81,2024-03-21,64,16
14398,14.38,2024-03-22,19,11
4684,5.22,2024-03-22,1,13
16353,11.72,2024-03-22,58,8
12443,6.58,2024-03-22,73,29
3569,0.73,2024-03-22,36,19
1041,7.89,2024-03-22,47,15
5266,7.12,2024-03-22,34,18
7243,0.3,2024-03-22,13,7
2447,1.7,2024-03-22,54,24
2984,6.7,2024-03-22,16,22
15914,2.43,2024-03-22,43,7
6523,3.93,2024-03-22,52,29
1161,4.25,2024-03-22,59,3
15444,6.39,2024-03-22,64,4
4584,8.45,2024-03-22,62,2
17293,9.12,2024-03-22,36,11
10479,10.45,2024-03-22,52,12
3493,2.35,2024-03-22,66,16
9016,9.77,2024-03-22,36,2
8639,14.84,2024-03-22,26,14
9130,12.46,2024-03-22,2,13
9469,5.61,2024-03-22,64,5
13918,9.22,2024-03-22,39,10
9030,2.29,2024-03-22,72,2
16112,12.63,2024-03-22,19,12
2871,11.92,2024-03-23,58,12
872,2.55,2024-03-23,68,2
7287,14.15,2024-03-23,60,29
5101,7.84,2024-03-23,47,3
12133,1.93,2024-03-23,64,23
2402,4.46,2024-03-23,19,12
15027,11.45,2024-03-23,12,16
14226,12.01,2024-03-23,71,5
2624,8.91,2024-03-23,47,23
12348,3.09,2024-03-23,51,18
2958,4.6,2024-03-23,13,15
11782,3.29,2024-03-23,42,22
15128,14.55,2024-03-23,35,17
16288,4.7,2024-03-23,69,22
5433,14.08,2024-03-23,72,3
5201,6.53,2024-03-23,13,23
10477,4.78,2024-03-23,30,24
3267,12.68,2024-03-23,53,3
10907,5.58,2024-03-23,8,9
3242,2.25,2024-03-23,63,14
6194,3.92,2024-03-23,70,12
5189,11.89,2024-03-23,8,11
8108,13.46,2024-03-23,10,3
13567,5.8,2024-03-23,1,7
9830,2.77,2024-03-23,13,4
13737,7.0,2024-03-23,16,25
13040,12.49,2024-03-23,62,22
7814,9.61,2024-03-23,50,2
7194,1.84,2024-03-23,40,6
6380,8.76,2024-03-23,16,24
14797,7.57,2024-03-23,74,6
8614,8.28,2024-03-23,75,8
9675,7.9,2024-03-23,61,2
5733,9.71,2024-03-23,11,25
10313,13.78,2024-03-23,53,20
11139,0.28,2024-03-23,32,29
9295,9.47,2024-03-23,74,6
9588,3.4,2024-03-23,66,2
14402,8.52,2024-03-23,25,16
12995,10.05,2024-03-23,13,21
320,12.97,2024-03-23,31,29
3517,0.0,2024-03-23,74,28
10607,10.85,2024-03-23,53,29
13889,2.39,2024-03-23,26,13
4465,9.67,2024-03-23,72,18
4652,10.97,2024-03-23,50,9
14823,4.25,2024-03-24,57,12
3278,5.03,2024-03-24,69,26
9761,0.42,2024-03-24,55,12
748,6.82,2024-03-24,14,9
762,11.4,2024-03-24,59,19
11214,4.77,2024-03-24,32,27
7953,9.67,2024-03-24,32,7
11981,9.98,2024-03-24,40,17
3382,4.52,2024-03-24,18,15
3696,2.76,2024-03-24,20,17
7267,10.24,2024-03-24,67,25
1437,0.67,2024-03-24,57,20
1453,14.0,2024-03-24,46,29
4313,1.25,2024-03-24,65,20
10068,7.42,2024-03-24,8,26
5118,4.79,2024-03-24,3,22
14557,12.25,2024-03-24,29,21
5122,4.1,2024-03-24,53,17
14580,1.34,2024-03-24,38,25
6751,1.88,2024-03-24,77,16
7039,6.13,2024-03-24,21,30
13870,4.71,2024-03-24,36,2
15925,10.56,2024-03-24,7,22
286,12.69,2024-03-24,69,21
10596,4.99,2024-03-24,58,16
3847,11.1,2024-03-24,31,14
14258,8.42,2024-03-24,37,12
9075,3.67,2024-03-24,39,13
16985,2.37,2024-03-24,69,16
3648,9.97,2024-03-24,74,3
1524,5.8,2024-03-24,44,16
1516,8.61,2024-03-24,51,2
4177,13.8,2024-03-24,3,23
13458,8.49,2024-03-24,14,28
6608,4.09,2024-03-24,25,25
3436,9.33,2024-03-24,56,16
9910,6.3,2024-03-24,72,1
10895,12.45,2024-03-24,50,7
8113,1.36,2024-03-24,20,22
4594,8.94,2024-03-24,67,23
16948,10.96,2024-03-24,18,4
971,0.95,2024-03-24,69,16
8131,1.34,2024-03-24,64,17
10158,9.23,2024-03-24,4,25
2161,7.92,2024-03-24,36,18
3009,1.11,2024-03-24,11,5
14683,0.07,2024-03-24,21,14
8188,14.77,2024-03-24,47,28
14062,6.74,2024-03-24,8,19
14847,11.35,2024-03-24,65,18
5589,2.12,2024-03-24,35,5
10011,14.2,2024-03-24,62,22
7520,6.67,2024-03-24,5,25
6,13.38,2024-03-24,26,23
4383,12.8,2024-03-24,5,13
7279,14.88,2024-03-24,36,7
15625,8.65,2024-03-24,37,18
6494,6.02,2024-03-24,58,15
6793,12.25,2024-03-24,69,20
439,12.02,2024-03-25,67,12
8227,12.62,2024-03-25,65,22
8011,8.78,2024-03-25,50,19
5927,14.66,2024-03-25,32,12
2084,5.7,2024-03-25,48,13
4990,7.25,2024-03-25,68,7
8501,1.27,2024-03-25,53,22
151,9.75,2024-03-25,19,1
2897,14.95,2024-03-25,5,17
9974,14.52,2024-03-25,63,12
5298,7.53,2024-03-25,37,18
14508,2.63,2024-03-25,58,1
11130,11.2,2024-03-25,58,12
5363,10.51,2024-03-25,59,16
16883,13.53,2024-03-25,26,8
8963,9.05,2024-03-25,49,29
618,10.54,2024-03-25,48,26
4858,11.14,2024-03-25,68,29
61,9.6,2024-03-25,16,30
16432,5.19,2024-03-25,76,13
7213,10.38,2024-03-25,2,24
12068,8.41,2024-03-25,34,17
9365,7.44,2024-03-25,72,18
733,2.72,2024-03-25,44,30
10394,8.57,2024-03-25,45,16
16935,5.29,2024-03-26,13,28
8879,0.26,2024-03-26,25,8
3492,9.65,2024-03-26,18,26
5242,14.74,2024-03-26,74,15
10942,14.31,2024-03-26,43,12
3352,5.39,2024-03-26,10,13
2207,6.48,2024-03-26,72,30
8852,14.92,2024-03-26,47,27
14971,4.42,2024-03-26,32,29
16,3.31,2024-03-26,48,25
8298,2.42,2024-03-26,7,30
16348,8.57,2024-03-26,54,3
16997,10.3,2024-03-26,52,18
11490,2.36,2024-03-26,1,14
4645,4.57,2024-03-26,45,3
11725,0.92,2024-03-26,60,24
4357,14.2,2024-03-26,47,21
626,2.78,2024-03-26,21,20
11033,5.76,2024-03-26,74,30
7331,11.46,2024-03-26,73,16
2406,1.77,2024-03-26,19,21
15565,2.86,2024-03-26,53,16
305,1.91,2024-03-26,43,4
15549,9.65,2024-03-26,38,17
18,12.14,2024-03-27,71,2
15769,9.09,2024-03-27,52,8
2726,12.07,2024-03-27,40,7
3061,4.03,2024-03-27,32,3
15058,12.82,2024-03-27,26,4
3926,7.75,2024-03-27,23,24
5060,0.47,2024-03-27,52,12
3036,2.3,2024-03-27,12,23
9134,11.3,2024-03-27,58,28
9874,11.8,2024-03-27,6,25
13471,4.43,2024-03-27,30,18
14057,3.81,2024-03-27,64,17
2768,13.46,2024-03-27,16,6
6538,1.43,2024-03-27,55,11
13438,10.33,2024-03-27,55,2
1780,14.7,2024-03-27,69,23
11989,13.88,2024-03-27,73,1
12646,4.6,2024-03-27,68,24
9786,1.46,2024-03-27,53,22
10210,7.67,2024-03-27,45,27
6342,6.54,2024-03-27,21,5
7405,10.42,2024-03-27,7,29
13262,0.58,2024-03-27,25,5
2648,1.24,2024-03-27,7,18
5737,10.55,2024-03-27,6,11
2629,1.98,2024-03-27,25,7
11339,7.13,2024-03-27,58,14
3544,0.69,2024-03-27,18,24
8384,8.27,2024-03-27,28,1
17175,13.66,2024-03-27,32,20
4836,0.48,2024-03-27,54,16
5749,12.91,2024-03-27,66,9
13017,8.34,2024-03-27,66,16
10745,12.5,2024-03-27,10,22
2690,0.96,2024-03-27,10,11
6366,2.11,2024-03-27,11,28
8461,13.23,2024-03-27,33,19
4737,13.01,2024-03-27,54,2
6613,7.89,2024-03-27,77,29
4183,0.63,2024-03-27,17,19
9108,0.47,2024-03-27,63,6
792,13.19,2024-03-27,68,9
2886,14.87,2024-03-27,43,14
6448,5.28,2024-03-27,34,28
12505,14.13,2024-03-27,45,26
14302,2.77,2024-03-27,22,27
2816,14.86,2024-03-27,24,25
5907,14.03,2024-03-27,64,16
7723,12.31,2024-03-27,29,27
14017,7.24,2024-03-27,31,24
12770,10.22,2024-03-27,46,18
10274,5.28,2024-03-27,68,19
6737,2.58,2024-03-27,48,21
10241,0.49,2024-03-27,59,20
13346,1.82,2024-03-27,1,5
11303,6.43,2024-03-27,48,4
13407,11.23,2024-03-27,46,22
2868,7.89,2024-03-27,30,26
5562,2.58,2024-03-27,54,20
4219,7.48,2024-03-27,39,8
8256,1.24,2024-03-27,59,29
15023,0.45,2024-03-27,74,5
6066,0.64,2024-03-27,52,3
927,8.69,2024-03-27,77,16
7434,4.36,2024-03-27,6,2
10754,5.22,2024-03-27,6,26
14655,12.32,2024-03-27,8,24
294,11.12,2024-03-27,42,6
1696,2.06,2024-03-28,45,30
13380,9.5,2024-03-28,51,25
6947,9.78,2024-03-28,74,11
10876,7.35,2024-03-28,51,12
16365,10.51,2024-03-28,27,25
11089,6.47,2024-03-28,73,23
7037,14.28,2024-03-28,22,6
16194,2.06,2024-03-28,55,16
16596,7.72,2024-03-28,38,15
143,13.09,2024-03-28,41,1
96,14.94,2024-03-28,18,23
13359,3.48,2024-03-28,75,14
1243,6.78,2024-03-28,61,9
8321,3.15,2024-03-28,39,2
14625,4.31,2024-03-28,11,14
9932,12.13,2024-03-28,23,6
5116,2.89,2024-03-28,12,19
7084,9.69,2024-03-28,58,16
4259,3.87,2024-03-28,32,14
13292,9.81,2024-03-28,49,3
9515,1.24,2024-03-28,60,27
12962,14.1,2024-03-28,72,26
16979,6.57,2024-03-28,72,5
6841,0.27,2024-03-28,35,19
16586,14.64,2024-03-28,1,6
5759,11.82,2024-03-29,63,26
13446,7.35,2024-03-29,47,26
8668,10.27,2024-03-29,48,18
4547,0.61,2024-03-29,24,14
3478,10.05,2024-03-29,70,5
2367,2.4,2024-03-29,18,12
1341,4.64,2024-03-29,29,4
7510,12.95,2024-03-29,29,16
16773,5.2,2024-03-29,44,29
13527,3.07,2024-03-29,9,18
12057,10.61,2024-03-29,58,26
1312,14.22,2024-03-29,57,27
1584,2.3,2024-03-29,73,29
5279,6.55,2024-03-29,69,26
1553,3.01,2024-03-29,56,15
12718,7.94,2024-03-29,39,2
5882,4.97,2024-03-29,53,30
2895,13.76,2024-03-29,49,27
507,6.93,2024-03-29,65,19
6070,0.89,2024-03-29,22,11
925,4.63,2024-03-29,71,3
3386,9.08,2024-03-29,25,29
7711,5.95,2024-03-29,68,5
6771,14.46,2024-03-29,61,9
3892,2.49,2024-03-29,42,6
10239,3.22,2024-03-29,6,12
4873,9.46,2024-03-29,50,16
4841,11.14,2024-03-29,43,13
13586,12.57,2024-03-29,21,1
9047,2.69,2024-03-29,47,20
533,3.27,2024-03-29,22,13
13991,14.5,2024-03-29,48,30
3451,0.88,2024-03-29,27,26
11108,13.91,2024-03-29,76,30
10377,11.3,2024-03-29,52,2
13603,14.03,2024-03-29,1,28
10688,9.43,2024-03-29,41,22
7189,0.68,2024-03-29,4,6
5401,0.62,2024-03-29,21,25
13711,7.5,2024-03-29,2,29
10491,0.91,2024-03-29,7,21
6532,10.4,2024-03-30,63,16
5372,7.44,2024-03-30,25,20
766,6.57,2024-03-30,43,6
10025,8.01,2024-03-30,58,13
418,12.75,2024-03-30,50,13
5587,5.03,2024-03-30,10,17
905,8.49,2024-03-30,36,22
7878,9.53,2024-03-30,73,13
9436,1.86,2024-03-30,15,11
2079,14.02,2024-03-30,46,10
6124,1.74,2024-03-30,42,14
121,8.09,2024-03-30,65,16
1820,8.61,2024-03-30,46,30
5608,12.11,2024-03-30,52,9
13610,5.71,2024-03-30,48,10
5951,13.72,2024-03-30,69,8
3553,5.89,2024-03-30,42,5
8708,10.58,2024-03-30,6,27
11544,5.63,2024-03-30,18,30
16538,8.29,2024-03-30,17,5
10904,2.8,2024-03-30,59,9
8070,6.42,2024-03-30,24,15
4452,0.63,2024-03-30,22,22
1131,4.63,2024-03-30,37,23
2834,3.88,2024-03-30,65,18
14066,12.04,2024-03-30,73,7
6546,8.97,2024-03-30,31,26
13834,10.02,2024-03-30,32,7
9968,14.11,2024-03-30,15,10
14469,1.5,2024-03-30,67,29
3882,11.0,2024-03-30,24,19
3636,0.48,2024-03-30,1,21
16728,2.8,2024-03-30,35,28
12537,8.28,2024-03-30,1,8
9564,2.26,2024-03-30,13,3
3856,8.28,2024-03-30,13,9
11987,5.64,2024-03-30,19,7
10312,13.0,2024-03-30,40,9
4781,14.56,2024-03-30,14,14
7304,1.23,2024-03-30,64,10
13863,6.29,2024-03-30,3,26
4979,2.02,2024-03-30,27,24
2292,10.63,2024-03-30,33,6
7146,5.78,2024-03-30,45,13
4334,10.46,2024-03-30,20,11
14896,3.28,2024-03-30,19,7
14423,7.99,2024-03-30,68,16
698,6.38,2024-03-30,42,27
7507,0.55,2024-03-30,29,25
11582,10.56,2024-03-30,23,16
9762,8.38,2024-03-30,62,17
3469,0.69,2024-03-30,29,14
13668,13.98,2024-03-30,31,23
2495,1.9,2024-03-30,13,23
1363,4.28,2024-03-30,48,1
10381,3.1,2024-03-30,44,1
8371,5.66,2024-03-30,73,22
14266,0.25,2024-03-30,58,26
522,9.75,2024-03-31,70,28
11873,3.46,2024-03-31,29,11
15657,8.57,2024-03-31,64,4
4575,5.28,2024-03-31,73,25
889,8.81,2024-03-31,18,15
5757,8.14,2024-03-31,45,29
8458,9.11,2024-03-31,2,1
7400,3.01,2024-03-31,29,14
14202,5.69,2024-03-31,38,15
9944,2.78,2024-03-31,26,19
12391,2.75,2024-03-31,53,3
5883,10.58,2024-03-31,15,4
8849,14.39,2024-03-31,48,17
7370,2.9,2024-03-31,30,16
3266,7.61,2024-03-31,42,17
13415,8.98,2024-03-31,55,9
2955,3.35,2024-03-31,29,23
16356,1.96,2024-03-31,58,25
11743,9.38,2024-03-31,23,7
12620,4.5,2024-03-31,61,20
7463,13.22,2024-03-31,17,19
8401,1.9,2024-03-31,77,16
817,0.65,2024-03-31,32,3
10515,12.04,2024-03-31,76,28
12156,0.86,2024-03-31,8,8
12165,10.92,2024-03-31,36,11
13791,6.6,2024-03-31,38,3
14355,11.44,2024-03-31,47,5
12102,3.24,2024-03-31,14,1
6886,5.02,2024-03-31,66,19
2839,6.65,2024-03-31,69,1
8686,4.55,2024-03-31,2,5
702,12.4,2024-03-31,26,27
5038,11.96,2024-03-31,7,24
4443,3.27,2024-03-31,57,5
7964,14.52,2024-03-31,20,10
511,4.9,2024-03-31,36,11
5648,12.08,2024-03-31,44,29
17274,11.9,2024-03-31,25,24
13852,12.36,2024-03-31,67,20
6216,10.13,2024-03-31,63,27
2348,2.13,2024-03-31,55,1
15143,14.94,2024-03-31,69,1
4444,1.69,2024-03-31,13,12
4648,2.24,2024-04-01,42,9
8809,12.34,2024-04-01,38,5
8531,9.98,2024-04-01,25,1
3646,11.98,2024-04-01,66,13
2244,5.71,2024-04-01,18,23
6004,7.94,2024-04-01,28,9
10802,6.29,2024-04-01,32,28
6242,9.92,2024-04-01,59,14
3903,7.31,2024-04-01,58,3
2553,3.76,2024-04-01,16,21
10074,14.12,2024-04-01,72,7
4520,13.1,2024-04-01,72,29
16106,3.89,2024-04-01,43,23
13694,6.91,2024-04-01,21,8
13195,10.26,2024-04-01,23,7
9142,5.32,2024-04-01,43,15
10202,10.18,2024-04-01,68,13
341,3.41,2024-04-01,37,30
7808,12.77,2024-04-01,74,20
9069,3.94,2024-04-01,37,30
15984,10.0,2024-04-01,26,29
13033,0.62,2024-04-01,76,5
6105,5.5,2024-04-01,72,25
14048,3.46,2024-04-01,38,14
10304,13.95,2024-04-01,11,20
13019,2.4,2024-04-01,16,15
7319,9.39,2024-04-01,51,10
8157,12.56,2024-04-01,57,26
826,0.56,2024-04-01,16,24
14924,7.93,2024-04-01,11,26
10049,8.52,2024-04-01,12,5
4842,14.82,2024-04-01,73,17
4437,7.81,2024-04-01,75,24
11099,1.15,2024-04-01,45,27
5734,1.36,2024-04-01,76,24
1323,5.05,2024-04-01,26,5
2756,9.86,2024-04-01,44,30
12140,9.06,2024-04-01,54,13
2601,14.45,2024-04-01,30,13
9632,7.88,2024-04-01,52,17
1189,8.6,2024-04-01,5,17
10760,3.21,2024-04-01,65,29
5596,1.5,2024-04-01,31,13
6153,5.08,2024-04-01,54,16
951,14.7,2024-04-01,45,10
16482,7.34,2024-04-01,53,17
8061,5.4,2024-04-01,73,3
4131,12.2,2024-04-01,74,27
11228,2.58,2024-04-01,66,28
13046,9.39,2024-04-01,44,21
16892,2.75,2024-04-01,18,16
729,11.34,2024-04-01,66,29
12413,12.5,2024-04-02,41,13
9790,0.91,2024-04-02,33,1
1171,2.06,2024-04-02,76,11
9798,7.43,2024-04-02,75,28
4790,4.63,2024-04-02,40,20
16725,9.47,2024-04-02,4,8
6388,6.59,2024-04-02,26,17
2705,0.66,2024-04-02,75,14
4900,3.75,2024-04-02,43,22
8561,7.67,2024-04-02,12,22
560,6.43,2024-04-02,18,23
7606,9.45,2024-04-02,10,11
13154,5.58,2024-04-02,13,18
7880,11.72,2024-04-02,2,6
6314,9.22,2024-04-02,73,7
17138,12.86,2024-04-02,45,10
2043,11.43,2024-04-02,25,17
15923,10.8,2024-04-02,53,5
5113,4.68,2024-04-02,50,25
7848,13.6,2024-04-02,39,4
10507,3.09,2024-04-02,59,26
11263,3.11,2024-04-02,68,9
3684,2.31,2024-04-02,63,5
2477,3.1,2024-04-02,61,20
12564,11.8,2024-04-02,55,16
9923,14.83,2024-04-02,19,3
2273,4.71,2024-04-02,41,26
7673,12.15,2024-04-02,36,15
13689,9.6,2024-04-02,40,30
6705,6.37,2024-04-02,58,22
5212,8.33,2024-04-02,44,26
9154,11.14,2024-04-02,60,6
11184,6.47,2024-04-02,38,28
6573,13.15,2024-04-02,3,20
11054,10.12,2024-04-02,4,29
3343,4.47,2024-04-02,23,10
5474,3.28,2024-04-02,42,30
9865,5.23,2024-04-02,27,21
7345,0.99,2024-04-02,22,17
11346,5.76,2024-04-02,46,13
3325,5.75,2024-04-02,68,18
11636,3.88,2024-04-02,61,5
2354,6.57,2024-04-02,56,19
12643,13.59,2024-04-02,75,6
10551,11.11,2024-04-02,27,1
2162,0.64,2024-04-02,72,11
8983,0.13,2024-04-02,68,4
8833,9.93,2024-04-02,25,17
8967,8.12,2024-04-02,66,29
616,11.19,2024-04-02,1,5
14699,10.45,2024-04-02,67,5
8302,14.7,2024-04-02,33,25
5253,10.55,2024-04-02,31,20
4574,6.65,2024-04-02,28,25
13814,7.24,2024-04-02,17,9
11179,10.12,2024-04-02,26,9
8212,2.06,2024-04-02,49,8
8863,3.69,2024-04-02,54,12
13656,12.12,2024-04-02,56,9
5083,6.66,2024-04-03,28,19
9168,1.89,2024-04-03,12,26
2621,7.42,2024-04-03,54,3
6994,11.77,2024-04-03,2,21
8907,13.06,2024-04-03,51,1
3727,12.33,2024-04-03,15,29
11986,12.56,2024-04-03,11,20
15585,1.31,2024-04-03,54,24
9008,13.27,2024-04-03,73,20
16849,4.71,2024-04-03,45,14
1957,8.06,2024-04-03,28,17
2380,10.57,2024-04-03,37,25
15145,10.17,2024-04-03,40,21
2943,4.53,2024-04-03,19,9
10591,5.96,2024-04-03,51,12
12289,1.48,2024-04-03,25,23
6100,14.6,2024-04-04,61,14
16475,6.58,2024-04-04,50,24
15986,3.78,2024-04-04,32,8
4358,7.16,2024-04-04,14,13
339,4.58,2024-04-04,21,21
8627,11.14,2024-04-04,51,4
10646,8.21,2024-04-04,6,26
15688,11.29,2024-04-04,56,24
6981,4.47,2024-04-04,17,11
10662,7.79,2024-04-04,23,1
9995,13.86,2024-04-04,35,26
9381,6.36,2024-04-04,50,13
7859,1.05,2024-04-04,60,29
12418,9.23,2024-04-04,46,23
6834,9.09,2024-04-04,35,17
12778,7.5,2024-04-04,35,26
4343,5.21,2024-04-04,48,27
2437,0.46,2024-04-04,16,21
17090,1.09,2024-04-04,6,24
17110,0.6,2024-04-04,77,2
6471,4.79,2024-04-04,10,14
1042,11.18,2024-04-04,71,29
3207,0.13,2024-04-04,26,2
17261,3.66,2024-04-04,28,25
8870,8.71,2024-04-04,33,10
7901,6.8,2024-04-04,59,19
12756,0.94,2024-04-04,67,16
6536,11.04,2024-04-04,42,22
9007,10.78,2024-04-05,5,3
4576,4.73,2024-04-05,39,12
16257,10.94,2024-04-05,11,28
15146,1.18,2024-04-05,56,13
8881,14.36,2024-04-05,13,27
10589,3.36,2024-04-05,54,19
6166,7.14,2024-04-05,3,4
13223,12.38,2024-04-05,18,8
7295,5.42,2024-04-05,68,4
15907,13.67,2024-04-05,48,27
12439,0.95,2024-04-05,54,20
6312,14.06,2024-04-05,5,5
14848,6.11,2024-04-05,48,11
7724,12.62,2024-04-05,54,29
11096,10.99,2024-04-05,35,18
11681,1.39,2024-04-05,66,21
6198,14.29,2024-04-05,63,19
11283,12.93,2024-04-05,58,6
13253,5.76,2024-04-05,4,16
3819,12.77,2024-04-05,56,27
15199,11.02,2024-04-05,44,10
12905,14.37,2024-04-05,16,23
9792,10.12,2024-04-05,45,28
12499,10.66,2024-04-05,14,22
2652,4.65,2024-04-05,74,27
1356,3.75,2024-04-05,12,1
6223,5.87,2024-04-05,62,8
10730,9.97,2024-04-05,63,4
13553,4.05,2024-04-05,65,1
16707,11.72,2024-04-05,50,7
6300,9.37,2024-04-05,45,2
16382,10.41,2024-04-05,19,22
12335,5.56,2024-04-05,28,15
3326,0.57,2024-04-05,56,2
12045,11.1,2024-04-05,3,10
1772,4.76,2024-04-05,75,5
3638,1.54,2024-04-05,21,26
6959,14.88,2024-04-05,67,9
456,11.49,2024-04-05,26,16
9081,5.99,2024-04-05,68,3
10402,6.67,2024-04-05,73,27
5192,6.2,2024-04-05,6,28
2941,5.93,2024-04-05,8,10
6589,0.54,2024-04-05,40,9
1185,0.28,2024-04-05,75,24
10289,3.9,2024-04-05,27,2
7601,11.78,2024-04-05,62,7
8064,4.88,2024-04-05,46,9
6071,1.78,2024-04-05,30,16
2942,1.52,2024-04-05,22,1
10442,13.14,2024-04-05,53,16
7786,5.53,2024-04-05,3,16
5544,0.64,2024-04-05,40,22
14975,11.88,2024-04-05,33,9
3961,3.87,2024-04-05,61,21
5259,10.53,2024-04-05,57,12
9306,4.12,2024-04-05,39,19
14462,11.36,2024-04-05,66,2
6782,14.69,2024-04-05,28,17
2962,14.23,2024-04-05,10,19
7077,6.14,2024-04-05,69,19
4247,8.52,2024-04-05,64,1
791,7.62,2024-04-05,62,18
6508,2.86,2024-04-06,38,23
17184,7.55,2024-04-06,50,20
14606,11.75,2024-04-06,38,8
11489,9.15,2024-04-06,37,21
9602,1.41,2024-04-06,11,18
10450,2.67,2024-04-06,47,26
1668,8.05,2024-04-06,4,30
5004,7.39,2024-04-06,43,4
11992,8.86,2024-04-06,5,3
11862,12.6,2024-04-06,10,26
943,11.2,2024-04-06,17,8
7846,3.63,2024-04-06,70,7
12863,2.92,2024-04-06,76,30
4114,13.73,2024-04-06,52,7
4626,13.61,2024-04-06,16,21
12870,3.56,2024-04-06,11,28
6234,11.13,2024-04-06,14,24
